Date,Open,High,Low,Close,5,10,20,60,120,Volume,5,20,40,60
20190522,125500,126500,121500,125500,127000,128600,124900,112038,,840648,1643196,966889,684371,612623
20190521,126500,127500,125000,125000,128300,128900,124525,111602,,694961,1723278,947732,667649,603516
20190520,126500,128500,125500,126500,130100,129150,124125,111167,,899474,1856418,929465,656265,597407
20190517,129000,129500,124000,124500,130500,129300,123625,110720,,5222004,1793488,906687,639533,588868
20190516,132500,134000,130500,133500,131600,129150,123275,110312,,558891,950471,678242,521283,505687
20190515,135500,136000,130000,132000,130200,127800,122475,109787,,1241060,1109246,737511,522437,502301
20190514,127000,135000,126500,134000,129500,126550,121400,109278,,1360661,1001067,736907,496343,492510
20190513,130500,130500,127000,128500,128200,124650,119825,108720,,584824,861878,676991,473920,483985
20190510,128500,131000,127500,130000,128100,123400,118525,108213,,1006921,964711,660440,470401,482898
20190509,133500,133500,126500,126500,126700,122200,117150,,,1352763,911836,623261,451240,
20190508,126500,130000,125500,128500,125400,121200,115850,,,700167,740261,574774,426940,
20190507,126000,130000,126000,127500,123600,120150,114525,,,664716,702769,549940,416336,
20190503,126000,129000,125500,128000,121100,119100,113275,,,1098989,643170,523309,419538,
20190502,120000,124500,119500,123000,118700,117950,112000,,,742545,481819,481413,400322,
20190430,119000,121000,118500,120000,117700,117400,110975,,,494890,421937,458991,389214,
20190429,115500,119500,114000,119500,117000,117150,110150,,,512703,374854,445613,388654,
20190426,115500,117500,113000,115000,116700,116250,109325,,,366725,363814,430785,397163,
20190425,117500,118000,115000,116000,117100,115000,108750,,,292233,356393,420140,406326,
20190424,117500,118500,115500,118000,117200,113650,108075,,,443136,386731,413676,412820,
20190423,118500,119500,116000,116500,117100,112100,107300,,,259471,428725,401955,432714,
20190422,118000,120500,117000,118000,117300,110500,106675,,,457505,725685,401854,435489,
20190419,117000,119000,115000,117000,115800,108900,105875,,,329620,879978,387566,431408,
20190418,119000,119500,116000,116500,112900,107450,105225,,,443925,846524,383066,431378,
20190417,117000,119000,115500,117500,110100,106050,104525,,,653103,808498,372378,429958,
20190416,113500,118000,112500,117500,107100,104550,103750,,,1744272,730544,364323,419409,
20190415,104000,110500,103000,110500,103700,103150,103000,,,1228969,458297,307362,384696,
20190412,102500,102500,101500,102500,102000,102400,102850,,,162349,253199,255778,370312,
20190411,103000,103000,101500,102500,102000,102500,103100,,,253796,247150,270849,387483,
20190410,101000,103000,100500,102500,102000,102500,103300,,,263334,248604,280362,394127,
20190409,102000,102000,100000,100500,102000,102500,103375,,,383038,254757,279218,,
20190408,103000,103500,101500,102000,102600,102850,103525,,,203479,223617,279105,,
20190405,102500,103000,102000,102500,102800,102850,103725,,,132105,226148,282733,,
20190404,102500,103000,101500,102500,103000,103000,103975,,,261063,230491,315767,,
20190403,103000,104000,102000,102500,103000,103000,104075,,,294101,210872,319231,,
20190402,103500,104000,102000,103500,103000,102950,104225,,,227338,193793,319437,,
20190401,103500,104000,102000,103000,103100,102850,104375,,,216132,199816,331696,,
20190329,103000,104000,102500,103500,102900,103300,104650,,,153823,190939,363541,,
20190328,102000,104000,102000,102500,103000,103700,104650,,,162966,208097,392513,,
20190327,104500,104500,102000,102500,103000,104100,104775,,,208707,221539,411964,,
20190326,102500,105500,102000,104000,102900,104250,104825,,,257452,278197,463473,,
20190325,102000,104000,101500,102000,102600,104200,104540,,,171747,347718,469125,,
20190322,103000,104500,103000,104000,103700,104600,104405,,,239614,352827,475250,,
20190321,102000,104000,101500,102500,104400,104950,104150,,,230173,397657,479691,,
20190320,103000,103500,100000,102000,105200,105150,104010,,,492001,440433,487538,,
20190319,107500,108500,102500,102500,105600,105500,103910,,,605054,390126,474495,,
20190318,108000,108500,107000,107500,105800,105900,103885,,,197291,345271,462029,,
20190315,106500,108500,106500,107500,105500,106000,103585,,,463768,361018,484846,,
20190314,105000,107500,104500,106500,105500,105600,103235,,,444051,426821,504116,,
20190313,104000,106500,103500,104000,105100,105450,102815,,,240466,404082,507892,,
20190312,106500,107000,103500,103500,105400,105400,,,,380777,415633,,,
20190311,108000,108000,104500,106000,106000,104880,,,,276026,433978,,,
20190308,109000,109500,106500,107500,106500,104210,,,,792787,549381,,,
20190307,105500,107000,103500,104500,105700,103350,,,,330354,537475,,,
20190306,107000,108000,104000,105500,105800,102870,,,,298220,581800,,,
20190305,108000,108000,105500,106500,105400,102320,,,,472504,769937,,,
20190304,105500,109000,105000,108500,103760,101870,,,,853038,749533,,,
20190228,105000,106500,103500,103500,101920,101170,,,,733261,637774,,,
20190227,104500,105500,103000,105000,101000,100870,,,,551979,556811,,,
20190226,98400,103500,98400,103500,99940,100180,,,,1238902,523837,,,
20190225,99400,99800,98100,98300,99240,,,,,370483,322283,,,
20190222,99500,100500,98800,99300,99980,,,,,294247,319335,,,
20190221,99800,101000,98800,98900,100420,,,,,328444,391213,,,
20190220,100500,101000,98500,99700,100740,,,,,387109,495356,,,
20190219,101500,102000,100000,100000,100420,,,,,231131,521847,,,
20190218,102500,103000,101000,102000,,,,,,355745,,,,
20190215,101500,103500,100500,101500,,,,,,653634,,,,
20190214,97800,101000,96100,100500,,,,,,849160,,,,
20190213,96500,98900,95500,98100,,,,,,519566,,,,
