Date,Open,High,Low,Close,Adj Close,Volume
2015-11-06,65766.500000,66189.703125,64073.699219,64581.500000,64581.500000,976154
2015-11-09,64666.199219,65766.500000,62634.800781,65174.000000,65174.000000,961039
2015-11-10,65935.796875,67120.796875,63989.000000,64158.300781,64158.300781,1276704
2015-11-11,64243.000000,67713.296875,63989.000000,67628.601563,67628.601563,2365685
2015-11-12,69152.203125,71098.898438,68729.000000,68982.898438,68982.898438,3226123
2015-11-13,69406.101563,70506.398438,68559.703125,70083.203125,70083.203125,1432476
2015-11-16,69406.101563,70845.000000,69152.203125,69490.796875,69490.796875,1036757
2015-11-17,70591.101563,72876.398438,69660.000000,72876.398438,72876.398438,1887954
2015-11-18,73045.703125,76177.398438,72114.601563,75500.296875,75500.296875,3032628
2015-11-19,77193.101563,79309.203125,75838.898438,76769.898438,76769.898438,2939132
2015-11-20,76600.601563,77870.296875,75923.500000,77362.398438,77362.398438,1233542
2015-11-23,77785.601563,78208.796875,75161.703125,76769.898438,76769.898438,1566746
2015-11-24,76769.898438,76939.203125,75161.703125,76516.000000,76516.000000,1165058
2015-11-25,76600.601563,76939.203125,74569.203125,74569.203125,74569.203125,1080174
2015-11-26,74653.898438,75331.000000,74230.703125,74484.601563,74484.601563,914238
2015-11-27,74823.203125,75161.703125,73553.500000,74061.398438,74061.398438,692575
2015-11-30,73892.101563,74315.296875,72030.000000,73045.703125,73045.703125,1412747
2015-12-01,72876.398438,74400.000000,72283.898438,74061.398438,74061.398438,1025597
2015-12-02,74061.398438,75246.398438,73045.703125,73045.703125,73045.703125,949595
2015-12-03,73045.703125,74400.000000,72537.796875,74315.296875,74315.296875,638116
2015-12-04,73384.296875,73976.796875,73215.000000,73384.296875,73384.296875,541857
2015-12-07,74061.398438,74146.000000,71014.296875,71014.296875,71014.296875,1078401
2015-12-08,70929.703125,71268.203125,67374.703125,68644.296875,68644.296875,1738065
2015-12-09,68136.500000,69152.203125,68136.500000,68136.500000,68136.500000,642248
2015-12-10,68221.101563,69490.796875,67797.898438,68221.101563,68221.101563,949937
2015-12-11,67459.398438,68136.500000,66274.398438,66528.296875,66528.296875,859701
2015-12-14,65428.000000,67120.796875,64412.300781,66189.703125,66189.703125,711081
2015-12-15,67120.796875,67459.398438,66443.601563,67120.796875,67120.796875,556676
2015-12-16,68559.703125,68729.000000,67544.000000,67797.898438,67797.898438,709360
2015-12-17,68390.398438,68729.000000,67205.398438,67967.203125,67967.203125,558301
2015-12-18,67628.601563,70591.101563,67459.398438,70506.398438,70506.398438,1073081
2015-12-21,70929.703125,71098.898438,70252.500000,70506.398438,70506.398438,675371
2015-12-22,70506.398438,70506.398438,69067.500000,69660.000000,69660.000000,969102
2015-12-23,69829.296875,70167.898438,68136.500000,68136.500000,68136.500000,1050188
2015-12-24,67713.296875,68305.796875,66528.296875,66612.898438,66612.898438,1606096
2015-12-28,65935.796875,66528.296875,64581.500000,64920.101563,64920.101563,2081914
2015-12-29,69483.101563,73929.398438,69308.796875,73231.898438,73231.898438,2915702
2015-12-30,74103.703125,74103.703125,72534.500000,73667.796875,73667.796875,1016498
2016-01-04,74190.898438,79944.796875,73493.500000,77765.296875,77765.296875,2588378
2016-01-05,77591.000000,79857.601563,77416.601563,78724.296875,78724.296875,1648713
2016-01-06,78898.703125,80642.296875,77678.101563,79944.796875,79944.796875,1999212
2016-01-07,82211.500000,86047.500000,79160.203125,79944.796875,79944.796875,3596490
2016-01-08,77939.703125,84129.500000,77852.500000,84129.500000,84129.500000,2965768
2016-01-11,85873.101563,87616.703125,84565.398438,86483.398438,86483.398438,3558198
2016-01-12,86832.101563,87355.203125,84565.398438,85262.898438,85262.898438,2016178
2016-01-13,85873.101563,91627.101563,85350.000000,91627.101563,91627.101563,3186974
2016-01-14,90319.398438,95027.101563,89883.398438,90668.101563,90668.101563,3631101
2016-01-15,91191.203125,91191.203125,86309.000000,86483.398438,86483.398438,3215305
2016-01-18,89360.398438,101740.000000,89186.000000,101740.000000,101740.000000,5753585
2016-01-19,100868.000000,103048.000000,98340.000000,99647.703125,99647.703125,3984873
2016-01-20,101217.000000,105227.000000,98950.296875,101478.000000,101478.000000,4216748
2016-01-21,103920.000000,104094.000000,100607.000000,101566.000000,101566.000000,1987493
2016-01-22,102437.000000,103309.000000,95550.203125,98514.398438,98514.398438,2885681
2016-01-25,98601.500000,99473.296875,94765.601563,98688.703125,98688.703125,2246377
2016-01-26,98427.203125,102002.000000,97729.703125,97729.703125,97729.703125,1813525
2016-01-27,97729.703125,98601.500000,94068.101563,94242.500000,94242.500000,2201851
2016-01-28,94416.898438,97816.898438,94416.898438,97119.500000,97119.500000,1137569
2016-01-29,97381.000000,98078.398438,95114.296875,97729.703125,97729.703125,1009534
2016-02-01,101304.000000,105053.000000,100520.000000,104617.000000,104617.000000,2439474
2016-02-02,104355.000000,106448.000000,103048.000000,103571.000000,103571.000000,1532598
2016-02-03,102873.000000,104530.000000,100868.000000,104530.000000,104530.000000,1376764
2016-02-04,106186.000000,106186.000000,103484.000000,105140.000000,105140.000000,1308715
2016-02-05,105227.000000,105663.000000,103920.000000,104094.000000,104094.000000,1388970
2016-02-11,110981.000000,112463.000000,98514.398438,98688.703125,98688.703125,5002398
2016-02-12,95898.898438,96334.796875,84391.101563,87180.796875,87180.796875,7709278
2016-02-15,88314.203125,91016.796875,86309.000000,87703.898438,87703.898438,3060258
2016-02-16,88314.203125,91714.203125,87529.601563,90232.203125,90232.203125,2269082
2016-02-17,90406.500000,90929.601563,86134.703125,86134.703125,86134.703125,1693031
2016-02-18,88227.000000,91539.898438,87093.703125,91539.898438,91539.898438,1728978
2016-02-19,91278.296875,91714.203125,88924.500000,88924.500000,88924.500000,1119491
2016-02-22,88924.500000,90755.296875,87703.898438,89709.101563,89709.101563,729736
2016-02-23,90755.296875,91016.796875,87616.703125,88052.601563,88052.601563,1056953
2016-02-24,87355.203125,88488.601563,86396.203125,87268.000000,87268.000000,757556
2016-02-25,88488.601563,88575.703125,86221.898438,86309.000000,86309.000000,1115639
2016-02-26,86047.500000,88314.203125,85524.398438,87180.796875,87180.796875,1014605
2016-02-29,87616.703125,88052.601563,86744.898438,87180.796875,87180.796875,487104
2016-03-02,89796.296875,93457.898438,89098.796875,93457.898438,93457.898438,2334324
2016-03-03,94155.296875,96770.703125,92498.898438,95898.898438,95898.898438,1539569
2016-03-04,95288.703125,96334.796875,94155.296875,94416.898438,94416.898438,809766
2016-03-07,94765.601563,97816.898438,87965.500000,89883.398438,89883.398438,3283892
2016-03-08,91016.796875,91539.898438,89011.601563,89970.601563,89970.601563,1041434
2016-03-09,89970.601563,90493.703125,88575.703125,88575.703125,88575.703125,805837
2016-03-10,88837.296875,92411.703125,88575.703125,92411.703125,92411.703125,987511
2016-03-11,91627.101563,92063.000000,90319.398438,91539.898438,91539.898438,595776
2016-03-14,92150.101563,93457.898438,91278.296875,92411.703125,92411.703125,687554
2016-03-15,92847.601563,93022.000000,91539.898438,92063.000000,92063.000000,429605
2016-03-16,91888.601563,95550.203125,91627.101563,93719.398438,93719.398438,870510
2016-03-17,94155.296875,94852.796875,92847.601563,93283.500000,93283.500000,535866
2016-03-18,93719.398438,94504.000000,92934.796875,94504.000000,94504.000000,631216
2016-03-21,94678.398438,95114.296875,93545.000000,94068.101563,94068.101563,592172
2016-03-22,94591.203125,94591.203125,93109.101563,94068.101563,94068.101563,592941
2016-03-23,94242.500000,94939.898438,93370.703125,93457.898438,93457.898438,602217
2016-03-24,93545.000000,94155.296875,92586.101563,92586.101563,92586.101563,654644
2016-03-25,92760.398438,94416.898438,92498.898438,92847.601563,92847.601563,746779
2016-03-28,93806.601563,93806.601563,91888.601563,91975.796875,91975.796875,784110
2016-03-29,91714.203125,96160.500000,91104.000000,95463.000000,95463.000000,2063296
2016-03-30,96596.398438,96683.601563,94939.898438,95637.398438,95637.398438,769476
2016-03-31,95898.898438,96422.000000,95114.296875,95724.601563,95724.601563,550720
2016-04-01,95637.398438,100607.000000,95375.796875,99734.898438,99734.898438,1665450
2016-04-04,100432.000000,104181.000000,100171.000000,102873.000000,102873.000000,1505236
2016-04-05,103222.000000,104617.000000,102002.000000,103745.000000,103745.000000,844090
2016-04-06,104966.000000,106361.000000,96073.296875,96160.500000,96160.500000,4819986
